School Name,SAT Average Overall,% Male Students Completed within 2yrs,% Male Students Completed within 3yrs,% Male Students Completed within 4yrs,% Male Students Completed within 6yrs,% Male Students Completed within 8yrs,% Male Students Withdrawn by 2yrs,% Male Students Withdrawn by 3yrs,% Male Students Withdrawn by 4yrs,% Male Students Withdrawn by 6yrs,% Male Students Withdrawn by 8yrs,% Female Students Completed within 2yrs,% Female Students Completed within 3yrs,% Female Students Completed within 4yrs,% Female Students Completed within 6yrs,% Female Students Completed within 8yrs,% Female Students Withdrawn by 2yrs,% Female Students Withdrawn by 3yrs,% Female Students Withdrawn by 4yrs,% Female Students Withdrawn by 6yrs,% Female Students Withdrawn by 8yrs,School_Id,School Latitude,School Longitude
Trinity College of Florida,984.0,0.0,0.0,30.77,27.27,38.46,31.43,0.0,0.0,0.0,0.0,0.0,0.0,46.88,48.15,35.29,27.5,0.0,0.0,0.0,0.0,13796200,2819.47,-8267.83
Warner University,975.0,16.17,26.9,35.44,33.71,42.19,34.47,30.46,21.84,28.57,26.56,28.85,46.98,52.81,49.48,45.99,17.31,20.13,20.79,19.79,14.44,13827500,2782.58,-8160.0
The University of West Florida,1164.0,11.41,15.54,22.12,40.15,41.74,20.37,29.57,37.2,27.32,21.51,22.2,28.38,32.64,49.09,46.73,16.22,26.06,28.48,16.67,15.28,13835400,3054.91,-8721.85
Abraham Baldwin Agricultural College,1026.0,8.78,18.75,23.38,25.0,16.72,36.33,35.42,38.07,38.32,31.67,12.53,18.84,23.21,22.96,18.05,27.76,26.48,27.4,24.36,25.68,13855800,3148.19,-8352.83
Andrew College,1053.0,29.51,20.0,0.0,17.86,0.0,26.23,36.0,22.89,17.86,24.0,32.93,23.6,0.0,23.47,0.0,18.29,30.34,15.15,16.33,11.49,13876100,3177.23,-8479.5
Point University,1004.0,9.25,19.47,23.71,34.71,28.63,35.23,37.79,34.02,23.97,20.39,18.22,30.49,43.52,54.19,54.2,28.81,25.11,31.61,15.64,14.71,13886800,3287.91,-8518.49
Clark Atlanta University,970.0,9.09,22.02,31.6,37.89,31.03,28.67,31.05,27.71,24.22,19.4,7.47,40.6,37.73,43.73,39.14,18.39,13.83,18.73,11.11,8.39,13894700,3374.76,-8441.26
Berry College,1267.0,8.67,50.0,59.75,59.17,67.16,0.0,0.0,0.0,0.0,0.0,7.66,70.29,74.62,73.14,60.85,0.0,0.0,0.0,0.0,0.0,13914400,3429.04,-8518.92
Brenau University,1107.0,19.35,36.54,25.0,33.33,47.73,37.1,30.77,42.65,38.1,25.0,9.14,26.92,35.54,42.41,46.57,29.07,26.92,24.86,17.32,13.51,13919900,3430.31,-8382.15
Brewton-Parker College,990.0,0.0,0.0,0.0,0.0,15.74,45.07,45.21,43.96,28.87,25.93,0.0,0.0,0.0,0.0,34.38,31.71,39.19,28.57,25.61,14.58,13920500,3218.57,-8258.61
College of Coastal Georgia,965.0,3.92,9.2,13.29,25.52,15.08,49.8,45.69,45.51,41.26,35.19,9.78,14.79,23.13,29.22,25.35,33.24,32.21,28.96,23.82,25.09,13925000,3118.27,-8148.6
Columbus State University,1043.0,9.37,20.51,30.95,33.99,30.09,33.9,27.18,29.42,29.31,28.51,16.68,29.34,37.68,40.88,39.71,19.55,20.4,17.5,17.65,13.48,13936600,3250.1,-8494.11
Covenant College,1222.0,0.0,43.7,56.25,49.45,10.78,13.89,0.0,16.25,13.19,28.43,0.0,63.64,56.32,54.89,20.86,10.91,0.0,13.79,12.03,38.85,13939300,3496.52,-8537.51
Emmanuel College,1070.0,0.0,27.94,28.37,30.33,39.81,24.05,19.85,26.24,26.23,24.07,0.0,37.07,45.6,42.39,38.26,12.73,14.66,16.0,14.13,13.04,13963000,3428.36,-8314.82
Emory University,1480.0,30.1,80.41,83.84,86.06,86.02,4.34,3.22,5.79,3.22,4.95,36.6,86.19,89.43,92.06,90.99,2.31,1.38,2.53,2.02,1.8,13965800,3379.02,-8432.55
Fort Valley State University,921.0,3.54,15.03,24.15,29.06,21.82,36.01,27.12,29.72,28.12,29.73,7.45,27.63,44.2,43.16,35.11,17.07,16.23,18.6,15.28,14.95,13971900,3253.76,-8389.54
Georgia Institute of Technology-Main Campus,1423.0,14.46,42.16,60.3,79.16,78.87,10.47,15.41,23.55,10.99,9.12,9.39,43.29,58.7,80.79,79.08,8.12,11.18,23.38,11.09,7.23,13975500,3377.24,-8439.48
Georgia Southwestern State University,1082.0,10.09,22.18,30.14,35.2,37.78,23.25,19.92,25.11,22.8,15.93,15.3,34.5,45.23,48.3,45.97,17.24,13.14,13.53,11.11,10.13,13976400,3205.47,-8421.77
Georgia College & State University,1176.0,8.65,34.58,46.51,55.58,58.93,13.99,15.55,13.49,8.66,8.35,11.19,41.66,57.1,61.93,65.53,9.13,7.45,6.67,6.24,4.04,13986100,3308.28,-8323.2
Georgia Southern University,1091.0,8.06,21.81,36.92,43.07,42.55,26.09,24.39,23.6,21.41,20.17,11.35,30.31,46.07,53.04,48.96,19.01,17.59,16.45,12.8,12.79,13993100,3242.62,-8178.4
Georgia State University,1165.0,9.03,21.03,26.23,30.39,26.59,37.4,29.21,35.8,36.85,28.86,12.49,27.83,34.13,36.14,28.56,27.47,21.52,25.65,23.7,19.66,13994000,3375.27,-8438.67
University of Georgia,1386.0,21.55,53.64,68.98,72.41,73.79,8.75,11.28,13.58,13.35,10.49,17.71,60.27,73.22,79.44,76.7,4.91,7.54,9.51,7.93,7.48,13995900,3395.63,-8337.4
Gordon State College,1010.0,7.0,11.79,14.65,16.87,15.14,45.68,40.77,38.22,35.28,28.02,8.91,16.07,19.05,24.18,23.37,32.94,28.02,26.25,21.11,15.42,13996800,3304.57,-8415.45
Life University,997.0,21.9,39.22,43.75,37.79,52.57,34.31,23.53,26.79,25.0,12.0,27.59,32.72,41.04,43.42,45.06,24.14,24.07,22.39,9.87,18.88,14025200,3393.28,-8451.47
Mercer University,1338.0,10.25,46.27,56.49,53.64,57.39,16.07,15.82,12.72,14.29,12.22,21.11,56.56,61.63,60.24,58.38,14.07,11.28,11.86,11.9,12.43,14044700,3283.18,-8364.83
Morehouse College,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14055300,3374.6,-8441.49
Oglethorpe University,1223.0,0.0,27.27,42.98,37.38,39.5,23.2,18.18,15.79,14.95,10.08,0.0,36.47,52.15,50.34,46.94,17.28,15.88,13.44,12.41,17.01,14069600,3387.54,-8433.37
Piedmont University,1129.0,11.97,36.84,45.93,43.22,54.73,21.83,21.8,17.78,13.56,8.11,22.93,47.79,53.22,58.24,61.79,14.65,13.6,11.19,10.34,7.31,14081800,3456.6,-8354.21
Shorter University,1072.0,8.16,27.6,35.0,42.06,25.52,25.51,27.2,26.36,17.17,23.78,20.55,40.87,50.34,54.57,44.05,20.16,22.22,17.35,15.77,18.94,14098800,3425.75,-8519.65
Thomas University,1012.0,17.78,30.83,25.0,37.78,32.91,34.44,22.5,31.9,24.44,24.05,36.91,43.05,43.67,45.71,51.35,15.44,15.89,13.92,17.14,7.43,14116700,3081.56,-8396.36
Toccoa Falls College,1094.0,10.45,30.99,42.24,44.44,43.66,24.63,27.46,27.59,22.22,19.01,15.34,39.04,49.59,53.79,60.66,22.73,11.64,19.83,15.15,13.93,14118500,3459.34,-8335.76
Truett McConnell University,1110.0,0.0,23.28,22.83,37.93,33.9,30.69,25.0,33.7,23.28,21.19,0.0,39.13,37.4,50.0,41.49,20.0,10.14,12.21,10.77,15.96,14123700,3459.63,-8374.89
Valdosta State University,1044.0,8.22,18.32,24.59,26.36,30.35,24.87,25.81,29.31,30.79,22.35,9.29,26.77,36.77,36.47,34.78,16.15,17.07,16.61,19.43,14.94,14126400,3084.74,-8328.93
Wesleyan College,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14132500,3287.6,-8371.54
University of West Georgia,1058.0,9.46,19.56,31.02,40.88,39.26,31.37,29.29,29.32,26.07,23.81,14.22,31.38,43.23,53.35,49.82,17.88,19.03,15.38,12.72,12.05,14133400,3357.36,-8509.78
University of Hawaii at Hilo,1040.0,15.42,23.72,32.59,39.62,43.2,21.74,24.51,24.55,21.58,18.05,18.98,27.81,36.16,45.23,46.68,16.42,20.04,16.76,14.66,14.36,14156500,1970.12,-15508.08
University of Hawaii at Manoa,1175.0,18.15,35.64,54.36,55.86,59.43,13.79,16.67,16.41,16.35,11.81,23.12,42.81,51.07,59.77,60.26,10.64,14.05,13.93,11.33,7.99,14157400,2129.86,-15781.9
Hawaii Pacific University,1183.0,12.11,22.62,24.23,33.09,42.02,23.16,27.98,28.19,21.19,14.66,15.14,31.17,22.09,37.81,41.73,17.59,22.69,31.12,16.12,10.59,14164400,2131.03,-15785.96
University of Hawaii-West Oahu,1028.0,30.7,36.71,49.76,42.08,51.09,20.0,18.84,21.33,19.8,18.98,27.35,37.3,46.33,44.39,46.89,18.37,21.93,14.88,18.61,14.91,14198100,2135.53,-15805.64
Boise Bible College,1048.0,0.0,0.0,0.0,0.0,35.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.86,0.0,0.0,0.0,0.0,0.0,14209000,4365.87,-11629.13
University of Idaho,1119.0,11.49,30.93,48.42,51.71,53.08,24.19,25.35,24.97,25.86,22.15,15.84,39.13,53.27,56.94,55.49,19.52,18.76,17.72,15.76,14.41,14228500,4672.74,-11701.42
The College of Idaho,1181.0,13.27,37.25,42.86,60.28,62.77,15.31,17.65,0.0,13.48,11.7,9.09,50.93,68.67,67.79,63.64,14.55,17.59,0.0,6.71,11.36,14229400,4365.23,-11667.8
Northwest Nazarene University,1112.0,13.28,37.59,57.25,60.48,60.8,18.75,21.05,18.32,16.13,11.36,17.03,49.77,60.19,60.99,64.55,13.54,15.07,17.54,10.31,8.99,14246100,4356.24,-11656.58
Brigham Young University-Idaho,1129.0,7.66,19.41,31.31,45.18,51.37,29.53,32.83,31.18,28.44,21.13,10.24,22.44,33.8,47.04,51.91,29.79,30.95,30.64,29.09,23.04,14252200,4381.84,-11178.24
Aurora University,1062.0,19.4,45.23,53.92,54.14,49.57,15.57,16.14,15.44,14.18,11.75,30.14,55.72,68.48,68.74,66.15,12.44,12.81,10.21,7.13,8.46,14311800,4175.36,-8834.9
Blackburn College,1020.0,0.0,23.91,38.83,36.71,49.33,0.0,22.83,27.18,26.58,20.0,0.0,31.36,45.45,32.22,41.18,0.0,23.73,20.66,17.78,12.61,14328800,3928.79,-8987.02
Bradley University,1205.0,7.64,49.69,67.78,72.96,66.06,7.82,7.84,8.59,7.94,8.43,8.7,57.81,72.77,72.74,71.81,6.08,5.2,5.66,4.14,5.57,14335800,4069.69,-8961.68
University of Chicago,1535.0,0.0,79.56,91.94,90.41,80.7,0.0,0.0,0.0,0.0,7.37,0.0,89.85,90.21,92.79,79.03,0.0,0.0,0.0,0.0,9.36,14405000,4178.8,-8759.95
Eastern Illinois University,1036.0,18.22,38.6,48.68,53.63,59.01,19.86,14.91,19.9,17.37,12.32,23.66,40.9,54.72,56.9,60.43,12.93,11.48,11.16,9.79,9.7,14489200,3947.98,-8817.57
Elmhurst University,1145.0,16.38,47.18,59.12,63.38,57.98,17.41,19.6,16.22,11.27,10.75,25.34,59.83,68.75,72.29,65.36,8.64,9.73,9.17,5.06,5.68,14496200,4189.72,-8794.54
Eureka College,1017.0,0.0,31.62,45.71,34.78,45.3,19.51,19.66,12.38,0.0,0.0,0.0,47.52,58.25,60.2,53.91,15.28,16.83,13.59,0.0,0.0,14497100,4071.48,-8926.96
Governors State University,951.0,29.17,35.38,36.62,51.62,60.14,22.4,27.44,30.39,19.81,18.53,31.85,40.45,40.22,57.83,60.71,14.96,15.49,19.7,14.06,12.2,14533600,4144.91,-8771.64
Greenville University,1008.0,12.94,35.48,40.72,50.27,20.66,17.06,17.42,10.82,9.19,22.54,29.3,49.61,60.87,56.5,29.74,11.46,13.18,12.42,13.56,28.72,14537200,3889.42,-8940.82
University of Illinois Chicago,1212.0,21.77,39.1,58.71,65.91,63.72,14.93,13.86,11.85,10.59,8.74,23.14,47.0,64.96,68.41,64.02,11.93,9.64,7.65,5.54,5.08,14560000,4187.18,-8765.05
Benedictine University,1168.0,19.94,36.46,45.77,44.61,32.14,15.51,17.45,18.52,15.3,22.96,26.56,50.38,58.82,51.12,36.65,12.28,11.45,11.39,12.37,19.0,14561900,4177.76,-8809.73
University of Illinois Urbana-Champaign,1422.0,13.01,61.56,76.4,79.12,77.43,9.6,8.28,7.08,6.47,5.87,13.58,71.77,83.39,86.06,84.19,7.1,4.59,4.24,3.19,3.71,14563700,4010.47,-8822.91
Illinois Wesleyan University,1239.0,0.0,67.92,75.66,68.68,62.2,0.0,0.0,0.0,0.0,0.0,0.0,75.46,79.1,78.26,80.19,0.0,0.0,0.0,0.0,0.0,14564600,4048.99,-8899.2
Illinois College,1063.0,11.29,62.79,62.28,58.45,46.53,12.1,0.0,8.77,0.0,0.0,14.49,57.93,67.39,64.29,63.64,11.59,0.0,10.14,0.0,0.0,14569100,3973.13,-9024.62
Illinois Institute of Technology,1328.0,7.1,41.41,62.24,66.29,67.78,11.42,10.99,10.88,0.0,0.0,13.82,38.51,59.26,75.27,73.19,6.58,8.07,8.89,0.0,0.0,14572500,4183.13,-8762.73
Illinois State University,1125.0,17.15,42.84,58.52,65.28,65.33,11.36,11.14,12.65,9.48,8.78,15.82,53.08,69.22,73.05,70.91,7.25,7.27,6.84,5.19,4.26,14581300,4050.94,-8899.01
Judson University,1054.0,8.11,39.39,45.13,48.53,33.09,21.62,19.7,19.47,19.12,24.26,12.83,45.55,50.87,56.5,35.93,29.2,13.09,17.92,12.56,20.96,14633900,4206.18,-8829.13
Knox College,1276.0,0.0,60.0,64.35,60.18,63.52,11.5,15.0,0.0,10.62,9.43,0.0,68.63,70.69,63.37,76.86,11.25,8.5,0.0,7.92,4.37,14642700,4094.31,-9037.32
Lake Forest College,1271.0,11.02,62.07,69.93,76.83,65.0,0.0,0.0,0.0,0.0,0.0,12.78,72.96,75.38,77.05,75.0,0.0,0.0,0.0,0.0,0.0,14648100,4224.96,-8782.75
Lewis University,1147.0,19.54,39.4,39.82,31.69,59.14,15.18,20.64,32.79,40.99,16.15,25.0,45.47,47.96,35.82,62.21,10.69,13.59,20.12,30.7,10.93,14661200,4160.54,-8807.9
Lincoln College,776.0,13.64,25.25,22.41,27.3,24.63,45.45,33.17,32.78,25.18,23.9,22.66,36.53,28.02,32.57,24.62,30.54,24.2,22.96,23.45,16.0,14667600,4015.54,-8936.15
Loyola University Chicago,1311.0,13.66,45.74,56.59,67.25,69.54,10.7,16.29,15.32,8.62,6.56,14.52,46.17,59.12,71.8,71.24,7.83,17.33,12.94,5.99,5.16,14671900,4200.08,-8765.69
Methodist College,980.0,0.0,0.0,54.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14712900,4078.04,-8968.29
Millikin University,1106.0,6.77,33.61,49.17,47.23,51.63,21.51,21.85,15.7,18.72,13.49,14.75,52.63,58.06,62.78,62.17,8.27,9.91,10.39,9.46,7.33,14724400,3984.26,-8897.63
Monmouth College,1210.0,0.0,45.14,46.9,58.62,46.82,0.0,0.0,14.48,7.47,10.4,0.0,57.38,60.16,66.36,64.06,0.0,0.0,8.13,5.14,6.25,14734100,4091.48,-9063.73
North Central College,1156.0,16.4,53.17,63.17,69.58,62.08,11.9,9.97,6.59,4.51,6.18,22.33,64.3,71.46,70.35,74.06,7.44,9.54,4.96,6.03,4.79,14766000,4177.58,-8814.28
North Park University,1055.0,8.3,17.16,52.05,43.23,48.7,17.03,17.16,14.61,26.2,15.61,10.75,25.49,58.66,51.41,59.0,7.46,7.84,9.5,16.38,9.5,14767900,4197.53,-8770.99
Northwestern University,1529.0,11.97,80.24,87.09,89.96,77.24,4.93,0.0,4.38,5.77,12.69,10.13,85.18,89.39,88.41,77.01,3.3,0.0,4.08,2.36,9.2,14776700,4205.04,-8767.99
Olivet Nazarene University,1105.0,9.54,43.45,52.17,53.06,56.01,16.87,16.37,16.85,15.31,10.65,10.79,50.52,52.93,60.32,65.52,11.8,14.66,14.39,9.28,5.26,14782800,4115.52,-8787.52
Principia College,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14801600,3894.88,-9035.03
Quincy University,1162.0,9.04,22.88,32.05,44.97,41.95,16.27,14.38,18.59,19.53,13.79,12.16,36.59,33.01,54.0,46.58,15.54,7.32,14.56,12.0,9.4,14813100,3993.89,-9138.6
Rockford University,1014.0,12.67,35.34,38.41,49.21,37.59,31.33,20.3,18.12,23.81,14.89,41.61,57.67,59.9,63.72,64.07,12.42,11.11,9.64,8.41,9.52,14840500,4227.06,-8901.95
Roosevelt University,1030.0,21.81,38.04,41.69,39.57,35.38,29.38,29.46,29.16,28.49,24.62,29.55,42.68,41.94,44.71,41.54,21.29,21.79,21.25,19.0,16.44,14848700,4187.61,-8762.5
Dominican University,1060.0,16.09,36.87,40.78,57.94,55.14,13.79,15.15,16.99,12.62,8.11,19.8,48.24,57.82,63.24,60.44,8.52,9.91,10.92,8.32,7.28,14849600,4190.27,-8782.3
University of St Francis,1060.0,17.02,44.44,58.21,59.52,57.48,19.15,13.07,14.93,16.67,9.45,28.76,55.36,62.26,65.13,66.26,14.38,11.79,9.81,9.21,7.6,14858400,4153.22,-8809.61
University of Illinois Springfield,1140.0,23.18,42.15,48.85,48.53,47.49,20.53,18.9,16.39,24.12,18.44,23.05,40.44,47.97,54.59,55.9,13.54,15.01,14.47,14.41,13.49,14865400,3972.95,-8961.68
Southern Illinois University-Carbondale,1086.0,22.45,35.25,45.08,50.89,44.67,17.4,19.79,20.64,18.57,15.4,23.0,41.49,48.26,51.43,47.84,13.44,14.85,14.34,13.28,11.11,14922200,3771.42,-8921.73
Southern Illinois University-Edwardsville,1072.0,13.8,32.58,44.69,50.54,51.81,20.75,17.68,19.75,16.46,14.45,20.83,44.21,49.66,52.52,50.45,13.72,10.42,11.03,10.35,8.74,14923100,3879.39,-8999.78
Trinity Christian College,1122.0,12.24,45.63,42.86,54.03,51.09,13.27,0.0,20.17,17.74,18.25,14.62,44.88,56.03,60.87,51.02,7.08,0.0,8.62,10.28,15.51,14950500,4166.77,-8778.4
Trinity International University-Illinois,1038.0,0.0,19.71,34.0,44.89,32.09,25.6,32.85,30.0,20.45,25.67,0.0,34.91,40.17,42.5,36.41,24.76,15.09,20.51,26.25,21.2,14951400,4219.79,-8788.09
Wheaton College,1351.0,11.17,64.02,82.26,84.85,81.94,6.15,0.0,0.0,0.0,0.0,13.3,75.34,85.07,92.38,85.09,4.29,0.0,0.0,0.0,0.0,14978100,4187.02,-8809.96
Anderson University,1070.0,9.76,35.71,49.23,45.89,43.72,26.83,16.07,17.95,15.46,14.98,9.14,57.14,54.64,59.21,52.72,11.17,8.57,15.12,9.75,12.59,15006600,4011.28,-8566.43
Ball State University,1124.0,6.75,37.1,52.96,57.74,55.93,19.02,18.77,20.63,18.27,16.26,10.07,43.82,60.89,62.96,60.28,12.88,13.26,12.82,11.09,8.68,15013600,4020.34,-8540.9
Butler University,1278.0,0.0,53.94,74.49,79.18,75.0,7.17,5.99,7.82,5.58,5.21,0.0,61.26,80.39,81.88,80.47,4.23,3.36,3.39,3.41,3.49,15016300,3983.74,-8617.22
DePauw University,1293.0,0.0,61.29,79.52,80.72,68.89,0.0,16.13,0.0,0.0,0.0,0.0,80.12,80.5,84.11,76.65,0.0,6.63,0.0,0.0,0.0,15040000,3964.09,-8686.04
Earlham College,1259.0,0.0,55.86,54.0,50.62,65.71,11.76,14.41,0.0,0.0,0.0,0.0,64.75,64.95,63.81,71.43,8.85,8.2,0.0,0.0,0.0,15045500,3982.34,-8491.5
University of Evansville,1179.0,0.0,43.9,61.59,59.2,56.28,12.78,17.68,10.98,13.79,10.55,0.0,52.73,62.88,68.28,73.14,7.37,12.0,6.99,7.09,5.14,15053400,3797.15,-8753.16
Franklin College,1092.0,0.0,50.71,57.04,54.68,46.45,16.0,15.71,0.0,0.0,0.0,0.0,61.26,63.43,74.62,73.58,10.56,12.61,0.0,0.0,0.0,15060400,3947.83,-8604.72
Goshen College,1163.0,0.0,52.94,36.84,58.9,56.96,17.24,20.59,22.37,19.18,0.0,0.0,55.26,63.24,57.98,75.4,13.61,17.11,15.44,16.81,0.0,15066800,4156.36,-8582.78
Grace College and Theological Seminary,1123.0,22.3,42.24,63.83,62.58,69.93,21.58,18.01,16.49,14.84,14.69,30.61,53.69,69.32,66.1,68.66,17.14,15.77,11.36,10.17,8.96,15067700,4122.59,-8581.42
Hanover College,1264.0,8.33,62.28,52.5,59.62,68.38,0.0,8.77,8.33,0.0,0.0,7.28,66.9,60.31,75.32,70.54,0.0,8.45,8.4,0.0,0.0,15075600,3871.56,-8546.01
Holy Cross College,1294.0,0.0,37.5,47.92,48.24,39.77,0.0,0.0,0.0,0.0,0.0,0.0,35.94,37.5,52.54,56.6,0.0,0.0,0.0,0.0,0.0,15077400,4169.9,-8625.38
Huntington University,1108.0,15.05,44.05,59.46,58.41,54.84,17.2,28.57,0.0,23.01,18.28,8.97,51.88,53.46,65.6,49.73,15.38,13.53,0.0,12.0,12.02,15094100,4089.82,-8549.73
Purdue University Fort Wayne,1114.0,6.36,16.58,27.31,35.62,32.64,37.89,41.9,32.56,30.48,29.68,7.92,26.41,35.71,40.9,31.44,28.15,26.24,21.99,21.77,21.58,15110200,4111.73,-8510.9
Indiana University-Purdue University-Indianapolis,1152.0,11.99,30.88,41.16,44.56,41.49,23.54,25.58,26.17,24.75,24.29,13.59,35.6,45.47,46.73,42.9,17.62,19.54,18.79,16.89,17.19,15111100,3977.29,-8617.22
University of Southern Indiana,1139.0,9.51,25.27,35.37,41.38,34.32,27.61,30.44,33.23,28.63,25.45,12.62,37.03,45.3,48.09,41.58,18.23,19.41,20.87,18.17,15.25,15130600,3796.24,-8767.72
Indiana University-Kokomo,1096.0,11.72,29.74,32.45,37.14,29.64,32.76,34.05,32.12,28.21,28.57,14.12,31.59,39.86,45.26,34.02,22.33,22.87,22.1,18.97,17.94,15133300,4046.01,-8613.2
Indiana University-South Bend,1085.0,7.26,17.47,24.57,30.83,29.15,38.32,36.42,36.3,36.65,31.6,9.85,22.76,29.33,38.55,33.26,28.45,29.61,28.07,26.35,24.28,15134200,4166.53,-8622.2
Indiana University-Bloomington,1298.0,8.03,51.76,63.66,63.62,57.21,10.87,14.26,14.67,12.02,13.44,7.98,58.5,66.72,67.22,63.64,6.91,8.79,11.57,7.59,6.75,15135100,3916.61,-8652.66
Indiana University-Northwest,1056.0,8.86,16.79,25.28,25.49,18.66,31.22,37.59,35.85,39.56,36.18,11.27,23.38,31.97,33.66,29.36,26.7,24.64,27.45,24.54,23.65,15136000,4155.73,-8733.72
Indiana University-Southeast,1115.0,6.44,17.89,22.46,29.25,28.57,42.99,39.46,42.76,40.28,33.67,6.21,18.62,30.04,33.41,34.27,33.82,35.51,27.86,25.69,20.16,15137900,3834.52,-8582.0
Indiana University-East,1106.0,22.77,35.23,43.36,39.6,35.22,24.42,27.05,25.87,24.5,25.79,26.57,43.53,46.38,46.86,38.91,19.97,17.14,21.88,20.61,21.06,15138800,3986.87,-8488.19
Indiana Wesleyan University-Marion,1109.0,17.31,37.22,37.77,42.73,48.08,32.19,31.68,37.97,32.1,27.67,25.91,42.25,40.85,48.8,54.77,26.99,24.69,25.25,20.82,15.49,15180100,4051.79,-8566.75
University of Notre Dame,1490.0,11.94,88.97,92.65,93.61,95.07,0.0,0.0,0.0,0.0,0.0,9.79,91.06,96.88,96.54,93.68,0.0,0.0,0.0,0.0,0.0,15208000,4170.31,-8623.9
Oakland City University,1061.0,17.54,35.38,51.47,59.79,61.84,28.07,27.69,22.06,16.49,0.0,17.82,51.96,50.0,60.0,55.95,18.81,12.75,15.28,13.33,0.0,15209900,3834.09,-8735.14
Rose-Hulman Institute of Technology,1385.0,0.0,66.52,82.92,0.0,79.14,0.0,0.0,0.0,0.0,0.0,0.0,71.28,86.96,0.0,75.0,0.0,0.0,0.0,0.0,0.0,15231800,3948.36,-8732.67
University of Saint Francis-Fort Wayne,1066.0,11.04,43.21,42.26,41.67,51.91,20.25,17.9,17.86,23.21,9.84,17.96,45.59,57.38,61.07,59.6,14.19,10.33,12.83,9.98,7.81,15233600,4108.72,-8517.72
Saint Mary-of-the-Woods College,1048.0,36.11,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.22,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15238100,3950.85,-8746.38
Saint Mary's College,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15239000,4170.73,-8625.69
Saint Elizabeth School of Nursing,955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15249700,4042.74,-8688.08
Trine University,1159.0,9.93,45.07,56.88,56.57,49.86,12.01,15.52,14.29,12.54,14.2,20.8,60.59,59.09,60.85,60.09,8.0,8.87,15.29,11.11,8.33,15256700,4163.25,-8500.8
Wabash College,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15267300,4003.76,-8690.6
Buena Vista University,1094.0,22.98,40.98,54.55,47.6,48.79,16.6,12.57,14.88,20.55,19.03,37.08,53.24,57.34,50.82,51.14,10.79,11.34,12.16,18.03,14.22,15300100,4264.23,-9520.85
Central College,1121.0,0.0,55.41,60.0,50.35,59.14,0.0,8.28,6.67,0.0,8.06,0.0,63.87,60.43,71.97,59.8,0.0,6.45,9.35,0.0,7.84,15310800,4140.15,-9292.22
Clarke University,1065.0,10.42,33.7,43.02,53.92,53.16,0.0,0.0,0.0,9.8,0.0,16.67,56.52,57.24,62.56,69.19,0.0,0.0,0.0,8.21,0.0,15312600,4250.95,-9069.05
Cornell College,1283.0,0.0,50.48,53.19,62.86,58.27,0.0,12.38,0.0,0.0,0.0,0.0,57.72,72.55,72.59,70.83,0.0,13.82,0.0,0.0,0.0,15316200,4192.46,-9142.37
Dordt University,1199.0,8.06,59.35,69.48,64.09,49.21,9.68,0.0,0.0,14.92,18.32,14.88,64.47,76.03,64.47,59.09,8.26,0.0,0.0,11.84,9.85,15325000,4308.25,-9616.66
Drake University,1311.0,9.75,38.4,64.58,43.12,72.14,7.63,23.21,12.92,32.71,7.14,9.68,44.88,59.52,43.39,71.19,10.85,18.56,16.14,30.16,5.24,15326900,4160.13,-9365.22
Emmaus Bible College,1131.0,0.0,46.67,0.0,54.17,67.74,0.0,0.0,0.0,0.0,0.0,0.0,46.34,0.0,61.54,46.15,0.0,0.0,0.0,0.0,0.0,15330200,4250.83,-9070.6
Faith Baptist Bible College and Theological Seminary,1162.0,0.0,41.67,60.0,47.62,40.0,0.0,0.0,0.0,0.0,0.0,0.0,68.57,52.5,45.95,46.81,0.0,0.0,0.0,0.0,0.0,15332000,4173.71,-9362.44
Graceland University-Lamoni,1038.0,11.73,30.86,34.15,38.7,41.15,14.53,25.71,24.39,20.43,19.62,39.01,56.65,67.34,63.9,67.28,15.25,10.73,9.68,11.91,6.99,15336600,4061.6,-9392.49
