School Name,SAT Average Overall,"% IndepStudents, LowIncome $0-$30,000",% Independent Students,"% DepStudents, LowIncome $0-$30,000","% aided students family income $0-$30,000",% First Generation Students,"% First Gen, Parents w/College","% First Gen, Parents w/MiddleSchool","% First Gen, Parents w/HighSchool","% FirstGenStudents, Completed 2 Years","% FirstGenStudents, Completed 3 Years","% FirstGenStudents, Completed 4 Years","% FirstGenStudents, Completed 6 Years","% FirstGenStudents, Completed 8 Years",% Students W/Bachelors Degree at 25 Years Old,% Students Born Within the U.S.,% Population of White Students by ZIP Code,% Population of Hispanic Students by ZIP Code,% Population of Black Students by ZIP Code,% Population of Asian Students by ZIP Code,% Students W/Professional Deg at 25YrsbyZIP,% IndepStudents Completed 2 Years,% IndepStudents Completed 3 Years,% IndepStudents Completed 4 Years,% IndepStudents Completed 6 Years,% IndepStudents Completed 8 Years,% IndepStudents Withdrawn 2 Years,% IndepStudents Withdrawn 3 Years,% IndepStudents Withdrawn 4 Years,% IndepStudents Withdrawn 6 Years,% IndepStudents Withdrawn 8 Years,% DepStudents Completed 2 Years,% DepStudents Completed 3 Years,% DepStudents Completed 4 Years,% DepStudents Completed 6 Years,% DepStudents Completed 8 Years,% DepStudents Withdrawn 2 Years,% DepStudents Withdrawn 3 Years,% DepStudents Withdrawn 4 Years,% DepStudents Withdrawn 6 Years,% DepStudents Withdrawn 8 Years,% NonFirstGenStudents Completed 2 Years,% NonFirstGenStudents Completed 3 Years,% NonFirstGenStudents Completed 4 Years,% NonFirstGenStudents Completed 6 Years,% NonFirstGenStudents Completed 8 Years,% NonFirstGenStudents Withdrawn 2 Years,% NonFirstGenStudents Withdrawn 3 Years,% NonFirstGenStudents Withdrawn 4 Years,% NonFirstGenStudents Withdrawn 6 Years,% NonFirstGenStudents Withdrawn 8 Years,% FirstGenStudents Completed 2 Years,% FirstGenStudents Completed 3 Years,% FirstGenStudents Completed 4 Years,% FirstGenStudents Completed 6 Years,% FirstGenStudents Completed 8 Years,% FirstGenStudents Withdrawn 2 Years,% FirstGenStudents Withdrawn 3 Years,% FirstGenStudents Withdrawn 4 Years,% FirstGenStudents Withdrawn 6 Years,% FirstGenStudents Withdrawn 8 Years,id,Latitude,Longitutde
Farmingdale State College,1106.0,67.0,24.02,29.06,38.17,39.7,60.3,2.96,36.75,0.0,3.44,6.69,10.77,15.06,1544.0,8095.0,7332.0,1274.0,1505.0,360.0,1064.0,35.34,50.85,57.76,54.66,34.68,15.73,16.45,13.7,19.12,24.32,24.66,43.24,53.14,55.95,43.2,14.94,16.08,17.58,15.59,20.11,25.38,48.76,52.79,58.04,41.67,14.1,13.93,14.21,15.08,18.15,27.5,43.96,54.8,54.86,40.44,15.41,16.82,17.29,16.91,22.25,19604200,4075.42,-7342.83
SUNY at Albany,1190.0,83.13,8.81,32.27,36.75,30.09,69.91,3.17,26.92,0.0,4.66,6.77,11.02,12.25,1592.0,8561.0,8023.0,884.0,992.0,370.0,1215.0,36.66,50.61,57.88,57.73,63.5,13.5,14.72,14.38,16.09,8.9,21.28,55.78,65.44,63.62,64.17,10.92,10.09,10.33,8.02,8.05,22.87,58.52,69.02,64.81,65.09,9.21,8.92,7.67,7.38,6.98,22.53,54.05,63.06,62.27,63.65,11.92,11.14,11.91,9.43,8.66,19606000,4268.55,-7382.47
Binghamton University,1398.0,82.43,6.75,25.09,28.96,24.84,75.16,2.77,22.07,0.0,4.32,5.53,8.48,7.98,1666.0,7985.0,7664.0,1061.0,907.0,691.0,1284.0,48.95,64.5,63.98,60.0,71.02,13.29,8.28,13.66,10.24,7.39,20.21,66.62,73.78,73.46,74.61,6.41,7.25,7.76,8.24,7.82,19.93,68.27,74.98,74.19,76.23,5.47,7.55,7.43,7.81,6.52,23.13,65.21,71.86,71.14,72.87,7.75,7.15,8.64,8.81,8.76,19607900,4208.79,-7596.69
University at Buffalo,1276.0,80.61,10.05,30.85,35.85,28.06,71.94,3.12,24.94,0.0,2.9,6.28,10.07,12.12,1566.0,8844.0,8255.0,615.0,915.0,343.0,1117.0,41.71,52.84,57.46,54.49,58.85,13.32,13.03,16.04,15.1,11.73,15.14,49.5,61.15,67.61,66.99,10.44,10.88,11.43,8.86,6.39,16.85,56.83,63.99,69.41,70.78,9.06,8.78,10.31,7.94,6.1,17.76,46.08,59.04,64.26,63.2,11.59,12.29,12.78,10.48,7.66,19608800,4300.09,-7878.95
Stony Brook University,1393.0,74.7,12.64,37.28,42.01,36.14,63.86,4.98,31.16,0.0,3.18,6.05,7.9,10.37,1573.0,7389.0,6869.0,1512.0,1303.0,827.0,1124.0,46.9,58.31,67.38,64.5,60.71,7.01,10.17,9.29,9.98,15.53,17.91,57.48,69.9,74.19,69.86,7.9,9.96,9.75,5.89,8.26,19.68,56.78,69.91,73.31,67.91,7.75,9.39,8.9,4.69,8.96,21.35,57.92,69.43,72.64,68.83,7.83,10.23,10.03,7.25,9.43,19609700,4091.48,-7312.05
SUNY Polytechnic Institute,1229.0,63.56,22.54,24.41,33.24,30.52,69.48,2.36,28.16,0.0,0.0,7.37,6.59,10.31,1179.0,9246.0,8815.0,438.0,655.0,150.0,811.0,52.46,61.02,53.78,61.66,51.72,0.0,11.02,10.92,7.25,13.1,23.06,57.82,64.59,63.96,55.16,0.0,8.44,7.13,10.98,14.45,26.63,62.15,65.43,61.05,64.0,8.7,8.47,7.45,10.47,8.8,29.17,56.69,60.79,64.09,50.7,8.75,9.3,8.16,9.55,15.88,19611200,4313.77,-7522.98
SUNY Brockport,1147.0,75.14,20.84,27.04,37.06,31.53,68.47,1.81,29.72,0.0,3.21,5.11,7.93,11.28,1441.0,9351.0,8851.0,362.0,674.0,142.0,956.0,47.95,52.47,61.84,55.53,41.45,9.82,10.44,11.84,11.06,18.13,15.61,33.77,52.2,62.55,54.23,13.72,12.57,15.03,11.82,12.4,19.97,35.07,58.66,66.47,54.56,11.09,10.91,12.88,11.62,11.61,23.19,37.89,52.15,58.57,50.44,13.69,12.72,15.05,11.69,14.38,19612100,4321.19,-7794.72
SUNY Buffalo State University,1045.0,83.41,13.75,40.61,46.5,34.02,65.98,2.64,31.38,0.0,4.09,7.79,8.95,11.82,1361.0,9134.0,7989.0,585.0,1340.0,173.0,933.0,40.16,52.44,53.48,48.37,46.98,18.37,16.46,21.17,24.18,21.35,13.68,31.16,43.82,50.17,50.83,20.99,18.94,19.16,17.95,14.65,23.81,38.15,50.69,55.96,53.09,14.47,15.26,15.1,17.37,13.24,15.87,33.01,43.58,48.0,49.07,22.22,19.48,20.63,19.63,16.9,19613000,4293.38,-7888.21
SUNY Cortland,1169.0,81.82,6.17,20.13,23.93,27.09,72.91,1.1,25.99,0.0,3.79,9.14,13.6,13.28,1487.0,9191.0,8982.0,468.0,451.0,207.0,1106.0,44.32,52.53,58.62,57.89,62.6,11.36,15.15,9.48,13.68,10.57,17.11,51.24,60.6,66.25,65.65,8.07,10.76,9.76,6.61,6.88,16.81,51.4,62.44,71.27,68.55,5.32,9.62,8.23,4.79,6.49,19.31,51.28,59.52,63.16,63.65,9.7,11.72,10.47,8.07,7.53,19614900,4259.8,-7618.87
SUNY at Fredonia,1197.0,0.0,6.44,0.0,27.85,22.82,77.18,1.41,21.4,0.0,4.53,8.71,11.41,12.71,1391.0,9415.0,9137.0,350.0,411.0,129.0,979.0,32.18,36.51,45.24,41.05,51.33,19.54,19.05,15.48,24.21,15.93,10.43,39.46,49.12,50.64,55.2,14.04,16.59,18.03,16.21,12.19,10.62,43.87,54.02,48.8,58.77,9.29,16.75,18.09,15.8,10.85,12.54,36.54,45.93,50.65,52.51,17.12,16.71,17.7,17.36,13.49,19615800,4245.22,-7933.74
SUNY College at Geneseo,1250.0,0.0,4.47,0.0,21.34,18.64,81.36,1.2,17.43,0.0,6.74,11.65,11.87,20.45,1645.0,9125.0,8870.0,424.0,514.0,278.0,1217.0,30.3,40.0,42.31,30.51,29.31,0.0,24.44,23.08,0.0,17.24,10.82,49.69,61.17,70.52,53.07,0.0,16.16,13.13,0.0,13.01,13.04,52.18,62.79,73.44,51.61,6.52,17.06,13.25,7.04,13.91,9.87,46.44,57.91,63.87,51.86,7.28,15.99,13.91,7.5,12.64,19616700,4279.66,-7782.19
State University of New York at New Paltz,1243.0,87.03,10.98,27.82,34.32,31.69,68.31,2.44,29.26,0.0,5.53,9.87,9.55,12.1,1552.0,8519.0,8001.0,1091.0,949.0,327.0,1190.0,35.21,32.95,32.53,48.19,62.8,14.08,20.45,28.31,20.73,11.59,19.73,40.85,45.48,63.03,68.72,9.16,15.85,23.6,17.69,8.09,23.97,43.84,46.56,63.88,70.73,10.54,18.01,23.06,15.58,7.72,20.82,38.37,42.98,59.8,66.5,9.49,15.76,24.57,19.2,9.0,19617600,4174.09,-7408.22
State University of New York at Oswego,1182.0,81.14,9.19,28.29,33.14,27.82,72.18,1.94,25.88,0.0,4.24,6.35,9.82,11.77,1345.0,9227.0,8848.0,484.0,578.0,172.0,930.0,37.0,50.54,56.44,48.59,56.02,13.0,12.9,12.27,19.77,17.8,19.0,51.47,63.07,67.03,63.1,9.47,10.58,9.03,7.07,6.93,19.78,56.23,66.97,72.83,66.67,6.96,8.36,5.94,5.66,6.57,21.35,49.18,60.32,61.6,60.38,11.2,11.9,10.96,9.45,8.69,19619400,4345.43,-7654.08
SUNY at Purchase College,1242.0,78.06,13.33,28.88,35.43,24.14,75.86,1.91,22.23,0.0,3.1,6.73,9.54,9.55,1788.0,8092.0,7442.0,1271.0,1238.0,451.0,1364.0,43.28,60.15,63.95,71.0,56.64,17.91,19.55,13.61,12.0,13.27,17.56,59.5,64.99,66.11,69.77,15.42,13.66,12.8,11.18,7.09,20.32,60.12,66.86,70.87,68.12,13.97,11.35,10.0,10.21,6.81,21.45,59.31,63.64,64.31,68.41,16.62,16.18,14.65,11.84,8.32,19621900,4104.72,-7370.2
SUNY College at Old Westbury,1165.0,74.64,26.78,37.04,47.11,39.39,60.61,4.06,35.33,0.0,0.0,8.1,10.14,16.76,1430.0,7314.0,5622.0,1917.0,2638.0,464.0,1002.0,36.31,47.32,56.52,51.88,42.76,13.01,18.3,17.06,20.94,25.0,21.46,37.95,45.37,47.18,40.64,15.63,16.88,20.4,19.7,23.31,26.98,47.69,53.46,46.86,38.3,11.51,13.43,17.97,20.92,28.72,25.09,38.85,47.28,48.97,41.84,15.69,18.12,19.83,19.82,22.75,19623700,4079.9,-7357.19
SUNY College at Plattsburgh,1154.0,78.42,12.04,29.07,35.01,31.37,68.63,2.63,28.75,0.0,3.99,7.77,9.7,11.75,1352.0,9053.0,8721.0,562.0,625.0,197.0,1026.0,41.75,42.86,57.14,51.26,54.81,12.62,18.57,15.48,13.07,19.23,15.76,47.37,56.68,66.0,59.74,10.81,11.32,14.77,10.4,12.47,15.38,49.75,61.56,69.87,61.73,9.89,10.2,14.78,10.13,10.4,21.06,45.56,54.8,61.29,57.91,11.5,12.98,14.89,11.08,14.69,19624600,4469.29,-7346.65
SUNY Maritime College,1201.0,81.13,9.55,16.73,22.88,21.48,78.52,0.0,0.0,0.0,0.0,0.0,0.0,7.94,1778.0,8255.0,7861.0,1122.0,950.0,483.0,1290.0,0.0,38.46,61.76,68.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.21,67.01,73.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.88,67.91,74.81,66.67,9.35,9.17,11.94,8.15,0.0,0.0,43.75,65.46,71.27,61.21,16.86,16.88,13.4,12.15,0.0,19629100,4080.72,-7379.53
Syracuse University,1328.0,79.25,6.64,18.46,22.5,18.87,81.13,1.77,17.1,0.0,3.06,5.86,5.9,7.13,1939.0,8642.0,8099.0,814.0,882.0,432.0,1408.0,40.35,58.64,60.99,61.15,61.24,14.04,14.81,17.02,18.71,22.48,8.69,74.45,79.01,78.81,78.89,5.42,5.23,6.33,6.02,5.7,8.46,77.68,81.5,79.97,79.94,3.88,3.69,5.77,5.22,6.2,12.45,68.68,74.67,75.98,76.27,8.07,8.28,8.09,8.03,6.83,19641300,4304.02,-7613.7
United States Merchant Marine Academy,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941.0,9064.0,8421.0,651.0,716.0,359.0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19702700,4081.36,-7376.3
United States Military Academy,1355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19703600,4139.05,-7395.66
Vassar College,1480.0,0.0,3.29,0.0,23.42,14.18,85.82,1.42,12.77,0.0,0.0,0.0,0.0,0.0,2256.0,8516.0,8000.0,898.0,852.0,511.0,1718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.39,93.13,93.12,91.03,0.0,0.0,0.0,0.0,0.0,0.0,85.82,93.08,88.41,90.51,0.0,0.0,0.0,0.0,0.0,19713300,4168.69,-7389.51
Villa Maria College,955.0,90.71,28.69,46.84,59.43,37.9,62.1,3.42,34.47,0.0,0.0,0.0,0.0,0.0,1172.0,9504.0,6946.0,274.0,2629.0,123.0,758.0,22.0,18.57,36.62,34.48,0.0,40.0,44.29,30.99,24.14,27.66,7.27,8.29,27.84,20.25,0.0,39.39,51.38,39.77,31.01,35.16,0.0,0.0,42.22,0.0,25.58,0.0,50.0,31.11,36.84,30.23,0.0,0.0,27.72,0.0,18.94,0.0,49.28,38.61,27.53,34.09,19714200,4291.22,-7879.68
School of Visual Arts,1251.0,86.42,9.02,29.74,34.86,25.53,74.47,1.9,23.63,0.0,0.0,4.86,0.0,10.0,2027.0,7866.0,7514.0,1266.0,973.0,714.0,1396.0,29.31,54.55,73.08,65.15,59.15,20.69,0.0,0.0,0.0,18.31,10.36,59.48,67.91,67.65,63.1,19.69,0.0,0.0,0.0,14.29,13.77,62.24,68.56,75.2,67.29,22.16,11.22,9.28,11.79,13.01,12.27,56.67,68.4,61.47,59.49,18.41,21.11,13.19,18.35,15.9,19715100,4073.88,-7398.24
Webb Institute,1463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,8447.0,8459.0,1025.0,498.0,441.0,1235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19722100,4088.44,-7364.49
Appalachian State University,1255.0,71.32,12.52,21.04,27.33,25.01,74.99,1.59,23.42,0.0,1.82,5.21,7.6,7.7,1747.0,9424.0,8350.0,384.0,1169.0,157.0,881.0,41.42,58.3,66.59,66.17,62.34,10.54,12.23,13.18,13.18,11.71,15.25,53.43,68.85,72.16,72.0,9.49,9.68,10.59,8.41,8.05,14.55,53.41,71.56,74.76,75.29,8.59,9.32,8.92,8.17,6.69,20.94,54.49,66.46,68.83,67.86,10.33,10.47,12.32,9.66,9.69,19786900,3621.55,-8168.06
Barton College,1054.0,60.28,23.31,32.54,39.01,35.01,64.99,3.17,31.84,0.0,0.0,0.0,8.79,13.65,1359.0,9358.0,6602.0,565.0,2799.0,117.0,610.0,38.57,54.55,63.22,48.84,54.74,0.0,0.0,11.49,12.79,0.0,9.26,37.5,49.79,57.26,52.31,0.0,0.0,13.69,9.96,0.0,19.23,44.74,60.56,60.23,53.57,0.0,14.47,0.0,0.0,0.0,15.38,39.21,51.36,53.14,52.77,0.0,13.22,0.0,0.0,0.0,19791100,3573.44,-7791.39
Belmont Abbey College,1107.0,51.85,27.1,19.1,27.98,27.37,72.63,2.54,24.83,0.0,0.0,10.29,10.67,15.6,1565.0,9330.0,7936.0,478.0,1528.0,190.0,713.0,24.05,36.0,42.2,46.89,39.57,26.58,31.0,37.61,27.12,24.35,7.69,41.84,43.43,41.64,44.73,15.38,14.54,16.06,11.9,12.66,8.67,46.36,51.43,50.68,55.71,10.67,10.6,17.86,13.7,12.86,12.2,37.41,38.27,40.33,36.39,21.65,22.38,24.69,20.0,20.8,19798400,3526.07,-8104.13
Cabarrus College of Health Sciences,1088.0,57.58,50.77,17.97,38.08,36.99,63.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.0,9456.0,8174.0,441.0,1341.0,135.0,501.0,64.29,66.23,79.66,75.61,76.0,0.0,0.0,0.0,0.0,0.0,52.94,64.18,72.58,77.5,73.21,0.0,0.0,0.0,0.0,0.0,69.05,66.67,0.0,74.47,71.15,0.0,0.0,0.0,0.0,0.0,54.17,64.71,0.0,77.39,76.74,0.0,0.0,0.0,0.0,0.0,19810900,3544.0,-8060.08
Campbell University,1124.0,51.19,37.54,24.9,34.77,31.12,68.88,2.63,28.49,0.0,5.64,8.91,13.82,16.21,1485.0,9299.0,7229.0,552.0,2061.0,167.0,702.0,23.81,35.71,45.53,54.25,49.27,24.7,23.96,18.71,16.19,12.38,12.24,40.13,50.85,54.3,53.59,9.77,10.39,10.37,9.5,7.82,15.22,45.01,50.0,59.6,54.71,9.63,8.63,11.73,8.61,7.06,16.43,35.65,48.4,51.64,51.01,17.0,18.25,14.19,12.66,10.37,19813600,3540.91,-7873.82
Catawba College,1097.0,55.86,20.34,25.53,31.7,29.92,70.08,2.14,27.79,0.0,0.0,5.86,12.87,12.93,1440.0,9403.0,7926.0,458.0,1566.0,141.0,663.0,56.67,45.76,65.79,69.66,58.02,20.0,0.0,15.79,11.24,14.81,7.43,44.73,58.16,51.34,38.97,13.85,0.0,12.24,9.25,12.68,0.0,45.45,58.77,60.33,50.0,10.81,9.92,9.65,0.0,0.0,0.0,44.62,60.16,53.14,42.67,16.73,17.53,14.45,0.0,0.0,19821500,3569.14,-8048.28
Chowan University,971.0,83.09,11.02,52.46,55.83,37.04,62.96,1.51,35.53,0.0,0.0,0.0,0.0,15.69,1233.0,9514.0,6024.0,305.0,3498.0,136.0,607.0,0.0,24.19,26.15,43.75,36.11,30.43,29.03,29.23,25.0,15.28,0.0,19.6,29.28,30.29,26.08,30.22,27.22,23.81,17.9,14.12,0.0,24.14,31.63,41.38,32.74,21.11,18.39,11.22,17.24,10.62,0.0,19.39,28.46,30.08,26.02,31.84,28.9,26.78,18.92,14.97,19830300,3643.63,-7709.91
Duke University,1516.0,67.3,21.3,18.47,28.87,13.46,86.54,0.91,12.55,0.0,0.0,0.0,0.0,0.0,2295.0,8660.0,7637.0,862.0,1358.0,452.0,1509.0,63.86,89.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,89.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61,91.59,94.63,94.5,95.5,0.0,0.0,0.0,0.0,0.0,15.24,86.79,92.05,93.42,92.54,0.0,0.0,0.0,0.0,0.0,19841900,3600.11,-7893.76
Elizabeth City State University,951.0,85.61,20.31,51.74,58.62,37.46,62.54,2.23,35.22,0.0,0.0,0.0,10.8,12.62,1144.0,9519.0,5514.0,352.0,4018.0,104.0,514.0,27.03,48.0,34.09,37.72,43.59,28.38,22.0,21.59,25.44,19.87,6.22,23.08,32.48,42.74,42.12,21.76,27.35,26.05,23.12,18.36,12.36,30.95,35.8,49.48,44.79,21.35,23.81,18.52,12.37,20.83,8.89,26.86,32.08,39.59,42.07,23.18,26.86,26.73,26.48,18.36,19850700,3627.8,-7621.4
Fayetteville State University,923.0,63.9,52.34,54.32,59.33,40.9,59.1,3.5,37.4,2.36,3.79,5.73,10.01,10.91,1215.0,9168.0,5412.0,657.0,3651.0,156.0,556.0,28.12,35.15,38.65,47.96,47.08,18.94,19.84,19.58,16.07,15.0,8.42,23.29,30.11,34.96,37.67,23.49,26.03,29.02,27.41,22.74,20.15,33.59,36.2,40.58,39.83,17.87,21.88,21.86,19.57,18.18,17.07,28.22,34.21,41.46,42.82,22.11,23.22,24.58,22.35,19.03,19854300,3507.36,-7889.17
Gardner-Webb University,1086.0,61.99,35.95,28.24,40.37,35.47,64.53,3.16,32.31,0.0,0.0,9.13,7.69,11.56,1229.0,9507.0,8003.0,392.0,1554.0,124.0,560.0,30.5,46.02,49.43,60.69,63.39,17.0,11.95,16.98,13.52,13.1,15.9,39.95,43.86,58.62,49.68,9.54,10.61,10.68,8.51,7.43,16.67,48.72,55.72,61.33,61.14,10.14,6.67,8.96,7.73,5.7,22.79,39.24,42.06,58.92,53.58,12.99,12.87,14.68,11.54,11.07,19856100,3524.73,-8166.81
Guilford College,1055.0,70.7,25.78,30.86,41.13,26.32,73.68,1.46,24.87,0.0,5.84,11.2,11.98,9.72,1939.0,9227.0,7252.0,468.0,2092.0,232.0,1021.0,22.22,35.11,38.94,39.72,47.8,22.22,19.15,16.81,27.57,21.11,5.59,36.69,51.48,52.87,50.87,21.38,15.41,11.48,8.28,8.65,10.34,38.42,51.13,48.45,50.0,14.48,16.38,9.77,12.89,15.15,8.33,35.04,46.0,47.01,48.84,25.83,16.06,14.8,17.96,15.51,19861300,3609.42,-7988.77
High Point University,1218.0,0.0,1.38,0.0,12.61,14.78,85.22,0.0,0.0,0.0,9.12,21.99,26.39,35.11,1646.0,9278.0,7622.0,504.0,1797.0,180.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,6.15,58.92,4.96,7.58,46.11,55.61,11.9,47.26,0.0,5.25,9.38,46.53,4.83,11.22,45.03,51.61,12.5,35.88,19869500,3597.2,-7999.47
Lees-McRae College,1146.0,46.98,37.48,28.94,35.7,40.14,59.86,3.63,36.51,0.0,0.0,5.56,0.0,15.77,1352.0,9453.0,8444.0,423.0,1076.0,144.0,655.0,61.22,47.0,69.57,74.77,68.49,13.27,19.0,8.7,11.21,0.0,17.79,45.92,43.75,44.92,36.11,15.81,17.35,17.86,14.41,0.0,15.56,45.83,51.09,52.05,43.28,14.44,18.06,11.96,13.7,0.0,34.87,46.43,54.44,54.81,44.59,15.33,17.86,15.19,13.33,0.0,19880800,3616.25,-8187.34
Livingstone College,877.0,0.0,11.07,0.0,65.38,39.22,60.78,2.49,36.73,0.0,0.0,0.0,4.72,0.0,1373.0,8931.0,5205.0,742.0,4028.0,189.0,698.0,0.0,27.27,33.33,29.41,34.85,42.59,47.27,31.48,39.71,27.27,0.0,17.16,22.5,27.97,29.67,38.52,34.99,36.14,37.0,19.44,0.0,29.87,35.9,32.47,27.42,31.88,32.47,20.51,32.47,0.0,0.0,16.15,21.39,27.42,30.89,40.2,37.05,38.46,38.2,0.0,19886200,3567.09,-8048.4
Meredith College,1228.0,61.7,16.95,18.81,26.08,21.99,78.01,2.69,19.31,0.0,17.27,17.56,21.35,16.92,2153.0,9167.0,7283.0,508.0,2046.0,232.0,1059.0,35.29,37.97,24.64,37.33,56.52,0.0,0.0,15.94,0.0,0.0,9.5,53.15,59.08,55.65,60.69,0.0,0.0,10.03,0.0,0.0,10.56,55.9,57.39,52.05,71.14,7.45,0.0,6.25,11.7,0.0,15.98,46.18,51.15,52.81,53.76,8.61,0.0,14.12,10.11,0.0,19895000,3579.94,-7869.0
Methodist University,1178.0,54.52,29.55,31.4,38.23,32.07,67.93,1.72,30.35,0.0,4.9,11.89,15.49,20.23,1478.0,9146.0,6835.0,613.0,2370.0,181.0,742.0,17.16,27.54,25.13,32.39,20.72,17.91,15.57,26.67,18.78,20.27,4.36,20.05,27.98,25.64,28.12,21.53,22.71,19.74,26.03,13.11,7.01,25.0,31.89,29.35,33.73,16.56,15.13,17.84,23.88,10.84,8.14,21.21,25.27,26.96,23.25,22.38,22.61,23.35,23.9,16.82,19896900,3513.51,-7887.44
Montreat College,1164.0,58.42,21.63,28.42,34.9,30.34,69.66,0.0,0.0,0.0,0.0,9.04,15.79,0.0,1743.0,9309.0,7657.0,482.0,1541.0,193.0,786.0,0.0,20.0,0.0,37.78,37.31,25.0,26.0,35.85,32.22,37.31,0.0,34.85,0.0,37.9,37.04,20.77,16.16,22.22,10.48,18.52,0.0,43.82,34.21,38.71,37.5,16.48,14.61,18.42,19.35,31.25,0.0,25.16,22.89,37.5,37.01,24.38,20.13,28.31,19.74,23.62,19903200,3564.66,-8229.76
University of Mount Olive,1022.0,54.59,68.94,33.81,48.14,43.25,56.75,3.86,39.39,0.0,4.1,4.2,5.91,9.88,1373.0,9339.0,6682.0,588.0,2672.0,115.0,656.0,22.79,32.45,40.12,45.56,42.94,28.52,27.77,26.02,24.41,21.69,13.48,40.75,48.26,52.94,42.21,19.94,19.36,17.35,14.88,14.61,22.96,40.78,48.21,50.74,52.0,15.82,19.42,16.92,13.79,15.43,18.44,33.93,41.36,46.98,40.73,27.79,26.25,24.81,23.62,20.37,19906900,3520.82,-7806.94
North Carolina A & T State University,1038.0,78.91,14.96,40.28,46.06,28.09,71.91,1.28,26.8,0.0,1.85,3.03,7.08,11.25,1523.0,9188.0,5342.0,547.0,3930.0,200.0,754.0,22.06,36.83,45.33,41.53,22.96,23.81,20.24,19.47,20.93,27.44,6.35,34.45,46.07,51.21,35.12,18.88,18.37,20.58,20.24,25.79,7.7,36.22,50.99,57.05,37.16,15.4,15.27,15.93,16.95,27.87,8.63,34.29,44.13,47.59,32.05,21.03,19.9,22.04,21.47,25.51,19910200,3607.28,-7977.34
University of North Carolina at Asheville,1233.0,80.81,21.87,24.41,36.75,21.84,78.16,1.59,20.25,0.0,5.22,8.88,11.86,12.44,1699.0,9400.0,8354.0,388.0,1167.0,141.0,922.0,37.87,48.13,57.42,63.18,59.72,13.02,17.11,12.92,13.39,14.81,12.73,42.12,60.37,58.77,62.45,13.72,11.67,12.25,12.27,8.36,17.26,43.84,63.9,60.42,65.62,12.2,11.46,10.91,11.87,8.12,18.95,43.17,56.56,59.73,58.76,14.61,13.86,13.51,13.2,11.75,19911100,3561.71,-8256.54
University of North Carolina at Chapel Hill,1214.0,76.38,8.17,21.48,25.96,19.94,80.06,1.91,18.03,0.0,1.94,3.71,3.13,4.07,2111.0,9156.0,7516.0,503.0,1781.0,257.0,1201.0,46.53,74.48,70.68,70.38,68.73,4.9,0.0,7.63,9.23,13.09,15.09,77.29,85.96,88.47,86.53,3.46,0.0,4.24,4.82,5.4,14.16,80.36,87.48,88.48,87.65,4.11,3.81,3.64,4.78,4.94,21.76,73.58,81.37,84.68,81.07,3.03,4.51,5.52,5.77,7.72,19912000,3591.18,-7905.1
University of North Carolina at Charlotte,1184.0,72.41,18.98,26.24,35.0,28.4,71.6,2.4,26.0,0.0,3.18,5.7,8.59,10.0,1920.0,9238.0,7513.0,494.0,1848.0,220.0,811.0,35.25,48.64,56.21,55.58,52.53,13.52,13.95,14.3,18.3,18.01,15.15,44.36,58.65,61.41,56.01,11.78,11.33,11.53,12.21,12.65,15.25,46.91,60.95,63.72,57.52,10.11,10.54,10.26,11.49,12.82,20.63,44.19,56.75,58.25,54.03,13.16,12.49,13.0,14.63,14.46,19913900,3530.6,-8073.09
